# DP | Time (s) | Count rate (counts/s) 
# IP LinLin
DP 1835500157.697918 2.2540230647182398
DP 1835500157.707934 2.2540230647182398
DP 1835500157.71795 2.2540230647182398
DP 1835500157.727966 2.2540230647182398
DP 1835500157.737982 2.2540230647182398
DP 1835500157.747998 2.2540230647182398
DP 1835500157.7580142 2.2540230647182398
DP 1835500157.7680302 2.2540230647182398
DP 1835500157.7780461 2.2540230647182398
DP 1835500157.788062 2.2540230647182398
DP 1835500157.7980783 2.2540230647182398
DP 1835500157.8080943 2.2540230647182398
DP 1835500157.8181102 2.2540230647182398
DP 1835500157.8281262 2.2540230647182398
DP 1835500157.8381424 2.2540230647182398
DP 1835500157.8481584 2.2540230647182398
DP 1835500157.8581743 2.2540230647182398
DP 1835500157.8681903 2.2540230647182398
DP 1835500157.8782065 2.2540230647182398
DP 1835500157.8882225 2.2540230647182398
DP 1835500157.8982384 2.2540230647182398
DP 1835500157.9082544 2.2540230647182398
DP 1835500157.9182706 2.2540230647182398
DP 1835500157.9282866 2.2540230647182398
DP 1835500157.9383025 2.2540230647182398
DP 1835500157.9483187 2.2540230647182398
DP 1835500157.9583347 2.2540230647182398
DP 1835500157.9683506 2.2540230647182398
DP 1835500157.9783666 2.2540230647182398
DP 1835500157.9883828 2.2540230647182398
DP 1835500157.9983988 2.2540230647182398
DP 1835500158.0084147 2.2540230647182398
DP 1835500158.0184307 2.2540230647182398
DP 1835500158.028447 2.2540230647182398
DP 1835500158.0384629 2.2540230647182398
DP 1835500158.0484788 2.2540230647182398
DP 1835500158.0584948 2.2540230647182398
DP 1835500158.068511 2.2540230647182398
DP 1835500158.078527 2.2540230647182398
DP 1835500158.088543 2.2540230647182398
DP 1835500158.098559 2.2540230647182398
DP 1835500158.108575 2.2540230647182398
DP 1835500158.118591 2.2540230647182398
DP 1835500158.128607 2.2540230647182398
DP 1835500158.138623 2.2540230647182398
DP 1835500158.1486392 2.2540230647182398
DP 1835500158.1586552 2.2540230647182398
DP 1835500158.1686711 2.2540230647182398
DP 1835500158.1786873 2.2540230647182398
DP 1835500158.1887033 2.2540230647182398
DP 1835500158.1987193 2.2540230647182398
DP 1835500158.2087352 2.2540230647182398
DP 1835500158.2187514 2.2540230647182398
DP 1835500158.2287674 2.2540230647182398
DP 1835500158.2387834 2.2540230647182398
DP 1835500158.2487993 2.2540230647182398
DP 1835500158.2588155 2.2540230647182398
DP 1835500158.2688315 2.2540230647182398
DP 1835500158.2788475 2.2540230647182398
DP 1835500158.2888634 2.2540230647182398
DP 1835500158.2988796 2.2540230647182398
DP 1835500158.3088956 2.2540230647182398
DP 1835500158.3189116 2.2540230647182398
DP 1835500158.3289275 2.2540230647182398
DP 1835500158.3389437 2.2540230647182398
DP 1835500158.3489597 2.2540230647182398
DP 1835500158.3589756 2.2540230647182398
DP 1835500158.3689916 2.2540230647182398
DP 1835500158.3790078 2.2540230647182398
DP 1835500158.3890238 2.2540230647182398
DP 1835500158.3990397 2.2540230647182398
DP 1835500158.409056 2.2540230647182398
DP 1835500158.419072 2.2540230647182398
DP 1835500158.4290879 2.2540230647182398
DP 1835500158.4391038 2.2540230647182398
DP 1835500158.44912 2.2540230647182398
DP 1835500158.459136 2.2540230647182398
DP 1835500158.469152 2.2540230647182398
DP 1835500158.479168 2.2540230647182398
DP 1835500158.4891841 2.2540230647182398
DP 1835500158.4992 2.2540230647182398
