# DP | Time point in [s] | Count rate (background subtracted, negative rate clipped to 0)
IP LINLIN
DP 0.000000 0.0
DP 0.000500 0.0
DP 0.001000 0.0
DP 0.001500 0.0
DP 0.002000 0.0
DP 0.002500 0.0
DP 0.003000 0.0
DP 0.003500 0.0
DP 0.004000 0.0
DP 0.004500 0.0
DP 0.005000 0.0
DP 0.005500 0.0
DP 0.006000 0.0
DP 0.006500 0.0
DP 0.007000 0.0
DP 0.007500 0.0
DP 0.008000 0.0
DP 0.008500 0.0
DP 0.009000 0.0
DP 0.009500 0.0
DP 0.010000 0.0
DP 0.010500 0.0
DP 0.011000 0.0
DP 0.011500 0.0
DP 0.012000 0.0
DP 0.012500 0.0
DP 0.013000 0.0
DP 0.013500 0.0
DP 0.014000 0.0
DP 0.014500 0.0
DP 0.015000 0.0
DP 0.015500 0.0
DP 0.016000 0.0
DP 0.016500 0.0
DP 0.017000 0.0
DP 0.017500 0.0
DP 0.018000 0.0
DP 0.018500 0.0
DP 0.019000 0.0
DP 0.019500 0.0
DP 0.020000 0.0
DP 0.020500 0.0
DP 0.021000 0.0
DP 0.021500 0.0
DP 0.022000 0.0
DP 0.022500 0.0
DP 0.023000 0.0
DP 0.023500 0.0
DP 0.024000 0.0
DP 0.024500 0.0
DP 0.025000 0.0
DP 0.025500 0.0
DP 0.026000 0.0
DP 0.026500 0.0
DP 0.027000 0.0
DP 0.027500 0.0
DP 0.028000 0.0
DP 0.028500 0.0
DP 0.029000 0.0
DP 0.029500 0.0
DP 0.030000 0.0
DP 0.030500 0.0
DP 0.031000 0.0
DP 0.031500 0.0
DP 0.032000 0.0
DP 0.032500 0.0
DP 0.033000 0.0
DP 0.033500 0.0
DP 0.034000 0.0
DP 0.034500 0.0
DP 0.035000 0.0
DP 0.035500 0.0
DP 0.036000 0.0
DP 0.036500 0.0
DP 0.037000 0.0
DP 0.037500 0.0
DP 0.038000 0.0
DP 0.038500 0.0
DP 0.039000 0.0
DP 0.039500 0.0
DP 0.040000 0.0
DP 0.040500 0.0
DP 0.041000 0.0
DP 0.041500 0.0
DP 0.042000 0.0
DP 0.042500 0.0
DP 0.043000 0.0
DP 0.043500 0.0
DP 0.044000 0.0
DP 0.044500 0.0
DP 0.045000 0.0
DP 0.045500 0.0
DP 0.046000 0.0
DP 0.046500 0.0
DP 0.047000 0.0
DP 0.047500 0.0
DP 0.048000 0.0
DP 0.048500 0.0
DP 0.049000 0.0
DP 0.049500 0.0
DP 0.050000 0.0
DP 0.050500 0.0
DP 0.051000 0.0
DP 0.051500 0.0
DP 0.052000 0.0
DP 0.052500 0.0
DP 0.053000 0.0
DP 0.053500 0.0
DP 0.054000 0.0
DP 0.054500 0.0
DP 0.055000 0.0
DP 0.055500 0.0
DP 0.056000 0.0
DP 0.056500 0.0
DP 0.057000 0.0
DP 0.057500 0.0
DP 0.058000 0.0
DP 0.058500 0.0
DP 0.059000 0.0
DP 0.059500 0.0
DP 0.060000 0.0
DP 0.060500 0.0
DP 0.061000 0.0
DP 0.061500 0.0
DP 0.062000 0.0
DP 0.062500 0.0
DP 0.063000 0.0
DP 0.063500 0.0
DP 0.064000 0.0
DP 0.064500 0.0
DP 0.065000 0.0
DP 0.065500 0.0
DP 0.066000 0.0
DP 0.066500 0.0
DP 0.067000 0.0
DP 0.067500 0.0
DP 0.068000 0.0
DP 0.068500 0.0
DP 0.069000 0.0
DP 0.069500 0.0
DP 0.070000 0.0
DP 0.070500 0.0
DP 0.071000 0.0
DP 0.071500 0.0
DP 0.072000 0.0
DP 0.072500 0.0
DP 0.073000 0.0
DP 0.073500 0.0
DP 0.074000 0.0
DP 0.074500 0.0
DP 0.075000 0.0
DP 0.075500 0.0
DP 0.076000 0.0
DP 0.076500 0.0
DP 0.077000 0.0
DP 0.077500 0.0
DP 0.078000 0.0
DP 0.078500 0.0
DP 0.079000 0.0
DP 0.079500 0.0
DP 0.080000 0.0
DP 0.080500 0.0
DP 0.081000 0.0
DP 0.081500 0.0
DP 0.082000 0.0
DP 0.082500 0.0
DP 0.083000 0.0
DP 0.083500 0.0
DP 0.084000 0.0
DP 0.084500 0.0
DP 0.085000 0.0
DP 0.085500 0.0
DP 0.086000 0.0
DP 0.086500 0.0
DP 0.087000 0.0
DP 0.087500 0.0
DP 0.088000 0.0
DP 0.088500 0.0
DP 0.089000 0.0
DP 0.089500 0.0
DP 0.090000 0.0
DP 0.090500 0.0
DP 0.091000 0.0
DP 0.091500 0.0
DP 0.092000 130.9
DP 0.092500 130.9
DP 0.093000 26865.0
DP 0.093500 47749.0
DP 0.094000 44210.0
DP 0.094500 10844.8
DP 0.095000 4347.5
DP 0.095500 2228.0
DP 0.096000 2228.0
DP 0.096500 6489.9
DP 0.097000 34127.0
DP 0.097500 2228.0
DP 0.098000 10844.8
DP 0.098500 13058.1
DP 0.099000 8655.5
DP 0.099500 131.0
DP 0.100000 2228.0
DP 0.100500 4347.5
DP 0.101000 10844.8
DP 0.101500 2228.0
DP 0.102000 2228.0
DP 0.102500 6489.9
DP 0.103000 0.0
DP 0.103500 131.0
DP 0.104000 131.0
DP 0.104500 6489.9
DP 0.105000 17968.9
DP 0.105500 131.0
DP 0.106000 6489.9
DP 0.106500 131.0
DP 0.107000 8655.6
DP 0.107500 10844.9
DP 0.108000 2228.1
DP 0.108500 17558.4
DP 0.109000 8655.6
DP 0.109500 131.1
DP 0.110000 0.0
DP 0.110500 0.0
DP 0.111000 10844.9
DP 0.111500 6490.0
DP 0.112000 10844.9
DP 0.112500 0.0
DP 0.113000 15295.9
DP 0.113500 4347.6
DP 0.114000 0.0
DP 0.114500 256.5
DP 0.115000 0.0
DP 0.115500 0.0
DP 0.116000 4539.8
DP 0.116500 6716.7
DP 0.117000 4539.8
DP 0.117500 0.0
DP 0.118000 4347.7
DP 0.118500 0.0
DP 0.119000 10845.0
DP 0.119500 0.0
DP 0.120000 0.0
DP 0.120500 0.0
DP 0.121000 2386.6
DP 0.121500 11142.8
DP 0.122000 6490.1
DP 0.122500 0.0
DP 0.123000 2228.2
DP 0.123500 6490.1
DP 0.124000 6490.1
DP 0.124500 6716.7
DP 0.125000 0.0
DP 0.125500 0.0
DP 0.126000 6490.1
DP 0.126500 256.6
DP 0.127000 0.0
DP 0.127500 0.0
DP 0.128000 0.0
DP 0.128500 131.2
DP 0.129000 8655.8
DP 0.129500 131.2
DP 0.130000 131.2
DP 0.130500 0.0
DP 0.131000 0.0
DP 0.131500 10845.1
DP 0.132000 2228.2
DP 0.132500 131.2
DP 0.133000 0.0
DP 0.133500 2228.3
DP 0.134000 0.0
DP 0.134500 131.3
DP 0.135000 0.0
DP 0.135500 4347.8
DP 0.136000 4540.0
DP 0.136500 131.3
DP 0.137000 131.3
DP 0.137500 131.3
DP 0.138000 131.3
DP 0.138500 4540.0
DP 0.139000 2386.7
DP 0.139500 8917.7
DP 0.140000 4347.8
DP 0.140500 0.0
DP 0.141000 0.0
DP 0.141500 131.3
DP 0.142000 4347.8
DP 0.142500 4347.8
DP 0.143000 0.0
DP 0.143500 0.0
DP 0.144000 131.3
DP 0.144500 131.3
DP 0.145000 0.0
DP 0.145500 2386.8
DP 0.146000 2228.4
DP 0.146500 0.0
DP 0.147000 4347.9
DP 0.147500 0.0
DP 0.148000 131.4
DP 0.148500 131.4
DP 0.149000 8655.9
DP 0.149500 0.0
DP 0.150000 0.0
DP 0.150500 131.4
DP 0.151000 2228.4
DP 0.151500 0.0
DP 0.152000 131.4
DP 0.152500 2228.4
DP 0.153000 6490.3
DP 0.153500 13058.5
DP 0.154000 4540.1
DP 0.154500 131.4
DP 0.155000 0.0
DP 0.155500 0.0
DP 0.156000 4348.0
DP 0.156500 2228.4
DP 0.157000 4540.1
DP 0.157500 0.0
DP 0.158000 10845.3
DP 0.158500 0.0
DP 0.159000 0.0
DP 0.159500 4348.0
DP 0.160000 4348.0
DP 0.160500 131.5
DP 0.161000 0.0
DP 0.161500 2228.5
DP 0.162000 6490.4
DP 0.162500 2228.5
DP 0.163000 131.5
DP 0.163500 4540.2
DP 0.164000 2386.9
DP 0.164500 0.0
DP 0.165000 10845.3
DP 0.165500 2228.5
DP 0.166000 2228.5
DP 0.166500 0.0
DP 0.167000 0.0
DP 0.167500 2386.9
DP 0.168000 6717.1
DP 0.168500 13058.6
DP 0.169000 2228.5
DP 0.169500 8656.1
DP 0.170000 6490.5
DP 0.170500 2228.6
DP 0.171000 131.6
DP 0.171500 0.0
DP 0.172000 4348.1
DP 0.172500 2387.0
DP 0.173000 0.0
DP 0.173500 0.0
DP 0.174000 0.0
DP 0.174500 8656.1
DP 0.175000 131.6
DP 0.175500 6490.5
DP 0.176000 0.0
DP 0.176500 8656.2
DP 0.177000 131.6
DP 0.177500 0.0
DP 0.178000 2228.6
DP 0.178500 4348.1
DP 0.179000 13058.7
DP 0.179500 0.0
DP 0.180000 4348.1
DP 0.180500 4348.2
DP 0.181000 17559.0
DP 0.181500 6490.6
DP 0.182000 0.0
DP 0.182500 8656.2
DP 0.183000 131.7
DP 0.183500 0.0
DP 0.184000 131.7
DP 0.184500 0.0
DP 0.185000 13393.4
DP 0.185500 0.0
DP 0.186000 8656.2
DP 0.186500 0.0
DP 0.187000 2228.7
DP 0.187500 10845.5
DP 0.188000 13058.8
DP 0.188500 15296.5
DP 0.189000 0.0
DP 0.189500 6717.2
DP 0.190000 2228.7
DP 0.190500 0.0
DP 0.191000 6490.6
DP 0.191500 131.7
DP 0.192000 131.7
DP 0.192500 0.0
DP 0.193000 4348.3
DP 0.193500 0.0
DP 0.194000 257.1
DP 0.194500 0.0
DP 0.195000 8656.3
DP 0.195500 0.0
DP 0.196000 0.0
DP 0.196500 6490.7
DP 0.197000 0.0
DP 0.197500 0.0
DP 0.198000 131.8
DP 0.198500 131.8
DP 0.199000 0.0
DP 0.199500 8656.3
DP 0.200000 131.8
DP 0.200500 10845.6
DP 0.201000 6717.3
DP 0.201500 0.0
DP 0.202000 0.0
DP 0.202500 4348.3
DP 0.203000 4348.3
DP 0.203500 0.0
DP 0.204000 0.0
DP 0.204500 6490.7
DP 0.205000 4348.4
DP 0.205500 8656.4
DP 0.206000 0.0
DP 0.206500 4348.4
DP 0.207000 4348.4
DP 0.207500 8918.3
DP 0.208000 2228.9
DP 0.208500 2228.9
DP 0.209000 2228.9
DP 0.209500 131.9
DP 0.210000 2387.3
DP 0.210500 131.9
DP 0.211000 0.0
DP 0.211500 2228.9
DP 0.212000 0.0
DP 0.212500 2228.9
DP 0.213000 8656.4
DP 0.213500 0.0
DP 0.214000 0.0
DP 0.214500 0.0
DP 0.215000 131.9
DP 0.215500 0.0
DP 0.216000 257.3
DP 0.216500 0.0
DP 0.217000 0.0
DP 0.217500 131.9
DP 0.218000 0.0
DP 0.218500 131.9
DP 0.219000 6490.9
DP 0.219500 0.0
DP 0.220000 2229.0
DP 0.220500 2387.4
DP 0.221000 132.0
DP 0.221500 0.0
DP 0.222000 0.0
DP 0.222500 132.0
DP 0.223000 4348.5
DP 0.223500 0.0
DP 0.224000 4348.5
DP 0.224500 2387.4
DP 0.225000 0.0
DP 0.225500 132.0
DP 0.226000 0.0
DP 0.226500 4540.7
DP 0.227000 0.0
DP 0.227500 0.0
DP 0.228000 2229.0
DP 0.228500 0.0
DP 0.229000 4348.5
DP 0.229500 4348.5
DP 0.230000 132.0
DP 0.230500 13059.1
DP 0.231000 0.0
DP 0.231500 0.0
DP 0.232000 0.0
DP 0.232500 6491.0
DP 0.233000 132.1
DP 0.233500 4348.6
DP 0.234000 4348.6
DP 0.234500 6717.6
DP 0.235000 0.0
DP 0.235500 10845.9
DP 0.236000 10845.9
DP 0.236500 2229.1
DP 0.237000 0.0
DP 0.237500 8918.5
DP 0.238000 6491.0
DP 0.238500 132.1
DP 0.239000 0.0
DP 0.239500 0.0
DP 0.240000 0.0
DP 0.240500 0.0
DP 0.241000 0.0
DP 0.241500 0.0
DP 0.242000 257.5
DP 0.242500 4348.7
DP 0.243000 8918.5
DP 0.243500 4348.7
DP 0.244000 2229.1
DP 0.244500 132.1
DP 0.245000 0.0
DP 0.245500 0.0
DP 0.246000 0.0
DP 0.246500 0.0
DP 0.247000 0.0
DP 0.247500 0.0
DP 0.248000 0.0
DP 0.248500 0.0
DP 0.249000 0.0
DP 0.249500 0.0
DP 0.250000 0.0
DP 0.250500 0.0
DP 0.251000 0.0
DP 0.251500 0.0
DP 0.252000 0.0
DP 0.252500 0.0
DP 0.253000 0.0
DP 0.253500 0.0
DP 0.254000 0.0
DP 0.254500 0.0
DP 0.255000 0.0
DP 0.255500 0.0
DP 0.256000 0.0
DP 0.256500 0.0
DP 0.257000 0.0
DP 0.257500 0.0
DP 0.258000 0.0
DP 0.258500 0.0
DP 0.259000 0.0
DP 0.259500 0.0
DP 0.260000 0.0
DP 0.260500 0.0
DP 0.261000 0.0
DP 0.261500 0.0
DP 0.262000 0.0
DP 0.262500 0.0
DP 0.263000 0.0
DP 0.263500 0.0
DP 0.264000 0.0
DP 0.264500 0.0
DP 0.265000 0.0
DP 0.265500 0.0
DP 0.266000 0.0
DP 0.266500 0.0
DP 0.267000 0.0
DP 0.267500 0.0
DP 0.268000 0.0
DP 0.268500 0.0
DP 0.269000 0.0
DP 0.269500 0.0
DP 0.270000 0.0
DP 0.270500 0.0
DP 0.271000 0.0
DP 0.271500 0.0
DP 0.272000 0.0
DP 0.272500 0.0
DP 0.273000 0.0
DP 0.273500 0.0
DP 0.274000 0.0
DP 0.274500 0.0
DP 0.275000 0.0
DP 0.275500 0.0
DP 0.276000 0.0
DP 0.276500 0.0
DP 0.277000 0.0
DP 0.277500 0.0
DP 0.278000 0.0
DP 0.278500 0.0
DP 0.279000 0.0
DP 0.279500 0.0
DP 0.280000 0.0
DP 0.280500 0.0
DP 0.281000 0.0
DP 0.281500 0.0
DP 0.282000 0.0
DP 0.282500 0.0
DP 0.283000 0.0
DP 0.283500 0.0
DP 0.284000 0.0
DP 0.284500 0.0
DP 0.285000 0.0
DP 0.285500 0.0
DP 0.286000 0.0
DP 0.286500 0.0
DP 0.287000 0.0
DP 0.287500 0.0
DP 0.288000 0.0
DP 0.288500 0.0
DP 0.289000 0.0
DP 0.289500 0.0
DP 0.290000 0.0
DP 0.290500 0.0
DP 0.291000 0.0
DP 0.291500 0.0
DP 0.292000 0.0
DP 0.292500 0.0
DP 0.293000 0.0
DP 0.293500 0.0
DP 0.294000 0.0
DP 0.294500 0.0
DP 0.295000 0.0
DP 0.295500 0.0
DP 0.296000 0.0
DP 0.296500 0.0
DP 0.297000 0.0
DP 0.297500 0.0
DP 0.298000 0.0
DP 0.298500 0.0
DP 0.299000 0.0
DP 0.299500 0.0
DP 0.300000 0.0
DP 0.300500 0.0
DP 0.301000 0.0
DP 0.301500 0.0
DP 0.302000 0.0
DP 0.302500 0.0
DP 0.303000 0.0
DP 0.303500 0.0
DP 0.304000 0.0
DP 0.304500 0.0
DP 0.305000 0.0
DP 0.305500 0.0
DP 0.306000 0.0
DP 0.306500 0.0
DP 0.307000 0.0
DP 0.307500 0.0
DP 0.308000 0.0
DP 0.308500 0.0
DP 0.309000 0.0
DP 0.309500 0.0
DP 0.310000 0.0
DP 0.310500 0.0
DP 0.311000 0.0
DP 0.311500 0.0
DP 0.312000 0.0
DP 0.312500 0.0
DP 0.313000 0.0
DP 0.313500 0.0
DP 0.314000 0.0
DP 0.314500 0.0
DP 0.315000 0.0
