# DP | Time point in [s] | Count rate (background subtracted, negative rate clipped to 0)
IP LinLin
DP 0.000000 0.0
DP 0.076767 50.0
DP 0.153535 12.0
DP 0.230302 0.0
DP 0.307069 26.0
DP 0.383837 0.0
DP 0.460604 60.0
DP 0.537371 60.0
DP 0.614138 68.0
DP 0.690906 69.0
DP 0.767673 51.0
DP 0.844440 33.0
DP 0.921208 66.0
DP 0.997975 68.0
DP 1.074742 92.0
DP 1.151510 109.0
DP 1.228277 108.0
DP 1.305044 102.0
DP 1.381811 168.0
DP 1.458579 137.0
DP 1.535346 102.0
DP 1.612113 167.0
DP 1.688881 115.0
DP 1.765648 141.0
DP 1.842415 152.0
DP 1.919183 131.0
DP 1.995950 146.0
DP 2.072717 158.0
DP 2.149484 167.0
DP 2.226252 199.0
DP 2.303019 186.0
DP 2.379786 153.0
DP 2.456554 172.0
DP 2.533321 184.0
DP 2.610088 205.0
DP 2.686856 183.0
DP 2.763623 202.0
DP 2.840390 221.0
DP 2.917157 214.0
DP 2.993925 238.0
DP 3.070692 241.0
DP 3.147459 272.0
DP 3.224227 268.0
DP 3.300994 253.0
DP 3.377761 289.0
DP 3.454528 299.0
DP 3.531296 336.0
DP 3.608063 298.0
DP 3.684830 355.0
DP 3.761598 336.0
DP 3.838365 337.0
DP 3.915132 414.0
DP 3.991900 393.0
DP 4.068667 430.0
DP 4.145434 424.0
DP 4.222201 475.0
DP 4.298969 461.0
DP 4.375736 458.0
DP 4.452503 525.0
DP 4.529271 604.0
DP 4.606038 461.0
DP 4.682805 554.0
DP 4.759573 645.0
DP 4.836340 589.0
DP 4.913107 623.0
DP 4.989874 578.0
DP 5.066642 622.0
DP 5.143409 622.0
DP 5.220176 643.0
DP 5.296944 645.0
DP 5.373711 714.0
DP 5.450478 709.0
DP 5.527246 720.0
DP 5.604013 715.0
DP 5.680780 731.0
DP 5.757548 679.0
DP 5.834315 807.0
DP 5.911082 729.0
DP 5.987849 690.0
DP 6.064617 654.0
DP 6.141384 697.0
DP 6.218151 682.0
DP 6.294919 650.0
DP 6.371686 585.0
DP 6.448453 551.0
DP 6.525220 534.0
DP 6.601988 488.0
DP 6.678755 490.0
DP 6.755522 423.0
DP 6.832290 465.0
DP 6.909057 428.0
DP 6.985824 409.0
DP 7.062592 394.0
DP 7.139359 431.0
DP 7.216126 358.0
DP 7.292893 344.0
DP 7.369661 347.0
DP 7.446428 351.0
DP 7.523195 305.0
DP 7.599963 226.0
DP 7.676730 258.0
DP 7.753497 262.0
DP 7.830265 303.0
DP 7.907032 261.0
DP 7.983799 207.0
DP 8.060567 178.0
DP 8.137334 211.0
DP 8.214101 210.0
DP 8.290868 158.0
DP 8.367636 176.0
DP 8.444403 155.0
DP 8.521170 166.0
DP 8.597938 160.0
DP 8.674705 162.0
DP 8.751472 144.0
DP 8.828239 129.0
DP 8.905007 114.0
DP 8.981774 56.0
DP 9.058541 168.0
DP 9.135309 96.0
DP 9.212076 45.0
DP 9.288843 101.0
DP 9.365611 80.0
DP 9.442378 61.0
DP 9.519145 102.0
DP 9.595913 81.0
DP 9.672680 119.0
DP 9.749447 34.0
DP 9.826214 53.0
DP 9.902982 60.0
DP 9.979749 61.0
DP 10.056516 60.0
DP 10.133284 60.0
DP 10.210051 8.0
DP 10.286818 39.0
DP 10.363585 20.0
DP 10.440353 58.0
DP 10.517120 58.0
DP 10.593887 30.0
DP 10.670655 18.0
DP 10.747422 60.0
DP 10.824189 17.0
DP 10.900957 47.0
DP 10.977724 16.0
DP 11.054491 36.0
DP 11.131259 0.0
DP 11.208026 19.0
DP 11.284793 3.0
DP 11.361560 4.0
DP 11.438328 26.0
DP 11.515095 47.0
DP 11.591862 19.0
DP 11.668630 30.0
DP 11.745397 18.0
DP 11.822164 17.0
DP 11.898931 27.0
DP 11.975699 51.0
DP 12.052466 0.0
DP 12.129233 17.0
DP 12.206001 33.0
DP 12.282768 34.0
DP 12.359535 0.0
DP 12.436303 0.0
DP 12.513070 5.0
DP 12.589837 27.0
DP 12.666604 34.0
DP 12.743372 13.0
DP 12.820139 27.0
DP 12.896906 8.0
DP 12.973674 4.0
DP 13.050441 0.0
DP 13.127208 24.0
DP 13.203976 12.0
DP 13.280743 7.0
DP 13.357510 15.0
EN
